NAME OF DATA ELEMENT,dev-category,developer-friendly name,API data type,INDEX,VARIABLE NAME,VALUE,LABEL,SOURCE,SHOWN/USE ON SITE,NOTES
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers making progress after 2 years,repayment,2_yr_bb_pp_repayment.pell.makingprogress,string,,BBRR2_PP_PELL_MAKEPROG,,,NSLDS,,
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 2 years,repayment,2_yr_bb_pp_repayment.pell.fullypaid,string,,BBRR2_PP_PELL_PAIDINFULL,,,NSLDS,,
Percentage of Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_pp_repayment.pell.discharge,string,,BBRR2_PP_PELL_DISCHARGE,,,NSLDS,,
Non-Pell Grant recipient student Parent PLUS Loan borrower-based 2-year borrower count,repayment,2_yr_bb_pp_repayment.non_pell.count,integer,,BBRR2_PP_NOPELL_N,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in default after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.default,string,,BBRR2_PP_NOPELL_DFLT,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in delinquency after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.delinquent,string,,BBRR2_PP_NOPELL_DLNQ,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in forbearance after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.forbearance,string,,BBRR2_PP_NOPELL_FBR,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers in deferment after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.deferment,string,,BBRR2_PP_NOPELL_DFR,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers not making progress after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.noprogress,string,,BBRR2_PP_NOPELL_NOPROG,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers making progress after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.makingprogress,string,,BBRR2_PP_NOPELL_MAKEPROG,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers paid in full after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.fullypaid,string,,BBRR2_PP_NOPELL_PAIDINFULL,,,NSLDS,,
Percentage of non-Pell Grant recipient student Parent PLUS Loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_pp_repayment.non_pell.discharge,string,,BBRR2_PP_NOPELL_DISCHARGE,,,NSLDS,,
Male student Parent PLUS Loan borrower-based 2-year borrower count,repayment,2_yr_bb_pp_repayment.male.count,integer,,BBRR2_PP_MALE_N,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers in default after 2 years,repayment,2_yr_bb_pp_repayment.male.default,string,,BBRR2_PP_MALE_DFLT,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers in delinquency after 2 years,repayment,2_yr_bb_pp_repayment.male.delinquent,string,,BBRR2_PP_MALE_DLNQ,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers in forbearance after 2 years,repayment,2_yr_bb_pp_repayment.male.forbearance,string,,BBRR2_PP_MALE_FBR,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers in deferment after 2 years,repayment,2_yr_bb_pp_repayment.male.deferment,string,,BBRR2_PP_MALE_DFR,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers not making progress after 2 years,repayment,2_yr_bb_pp_repayment.male.noprogress,string,,BBRR2_PP_MALE_NOPROG,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers making progress after 2 years,repayment,2_yr_bb_pp_repayment.male.makingprogress,string,,BBRR2_PP_MALE_MAKEPROG,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers paid in full after 2 years,repayment,2_yr_bb_pp_repayment.male.fullypaid,string,,BBRR2_PP_MALE_PAIDINFULL,,,NSLDS,,
Percentage of male student Parent PLUS Loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_pp_repayment.male.discharge,string,,BBRR2_PP_MALE_DISCHARGE,,,NSLDS,,
Non-male student Parent PLUS Loan borrower-based 2-year borrower count,repayment,2_yr_bb_pp_repayment.non_male.count,integer,,BBRR2_PP_NOMALE_N,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers in default after 2 years,repayment,2_yr_bb_pp_repayment.non_male.default,string,,BBRR2_PP_NOMALE_DFLT,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers in delinquency after 2 years,repayment,2_yr_bb_pp_repayment.non_male.delinquent,string,,BBRR2_PP_NOMALE_DLNQ,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers in forbearance after 2 years,repayment,2_yr_bb_pp_repayment.non_male.forbearance,string,,BBRR2_PP_NOMALE_FBR,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers in deferment after 2 years,repayment,2_yr_bb_pp_repayment.non_male.deferment,string,,BBRR2_PP_NOMALE_DFR,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers not making progress after 2 years,repayment,2_yr_bb_pp_repayment.non_male.noprogress,string,,BBRR2_PP_NOMALE_NOPROG,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers making progress after 2 years,repayment,2_yr_bb_pp_repayment.non_male.makingprogress,string,,BBRR2_PP_NOMALE_MAKEPROG,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers paid in full after 2 years,repayment,2_yr_bb_pp_repayment.non_male.fullypaid,string,,BBRR2_PP_NOMALE_PAIDINFULL,,,NSLDS,,
Percentage of non-male student Parent PLUS Loan borrowers with all loans discharged after 2 years,repayment,2_yr_bb_pp_repayment.non_male.discharge,string,,BBRR2_PP_NOMALE_DISCHARGE,,,NSLDS,,
Undergraduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.ug.count,integer,,BBRR3_FED_UG_N,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.ug.default,string,,BBRR3_FED_UG_DFLT,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.ug.delinquent,string,,BBRR3_FED_UG_DLNQ,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.ug.forbearance,string,,BBRR3_FED_UG_FBR,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.ug.deferment,string,,BBRR3_FED_UG_DFR,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.ug.noprogress,string,,BBRR3_FED_UG_NOPROG,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.ug.makingprogress,string,,BBRR3_FED_UG_MAKEPROG,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.ug.fullypaid,string,,BBRR3_FED_UG_PAIDINFULL,,,NSLDS,,
Percentage of undergraduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.ug.discharge,string,,BBRR3_FED_UG_DISCHARGE,,,NSLDS,,
Undergraduate completer undergraduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.ugcomp.count,integer,,BBRR3_FED_UGCOMP_N,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.default,string,,BBRR3_FED_UGCOMP_DFLT,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.delinquent,string,,BBRR3_FED_UGCOMP_DLNQ,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.forbearance,string,,BBRR3_FED_UGCOMP_FBR,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.deferment,string,,BBRR3_FED_UGCOMP_DFR,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.noprogress,string,,BBRR3_FED_UGCOMP_NOPROG,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.makingprogress,string,,BBRR3_FED_UGCOMP_MAKEPROG,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.fullypaid,string,,BBRR3_FED_UGCOMP_PAIDINFULL,,,NSLDS,,
Percentage of undergraduate completer undergraduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.ugcomp.discharge,string,,BBRR3_FED_UGCOMP_DISCHARGE,,,NSLDS,,
Undergraduate non-completer undergraduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.ugnocomp.count,integer,,BBRR3_FED_UGNOCOMP_N,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.default,string,,BBRR3_FED_UGNOCOMP_DFLT,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.delinquent,string,,BBRR3_FED_UGNOCOMP_DLNQ,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.forbearance,string,,BBRR3_FED_UGNOCOMP_FBR,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.deferment,string,,BBRR3_FED_UGNOCOMP_DFR,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.noprogress,string,,BBRR3_FED_UGNOCOMP_NOPROG,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.makingprogress,string,,BBRR3_FED_UGNOCOMP_MAKEPROG,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.fullypaid,string,,BBRR3_FED_UGNOCOMP_PAIDINFULL,,,NSLDS,,
Percentage of undergraduate non-completer undergraduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.ugnocomp.discharge,string,,BBRR3_FED_UGNOCOMP_DISCHARGE,,,NSLDS,,
Undergraduate unknown completion status undergraduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.ugunkcomp.count,integer,,BBRR3_FED_UGUNK_N,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.default,string,,BBRR3_FED_UGUNK_DFLT,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.delinquent,string,,BBRR3_FED_UGUNK_DLNQ,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.forbearance,string,,BBRR3_FED_UGUNK_FBR,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.deferment,string,,BBRR3_FED_UGUNK_DFR,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.noprogress,string,,BBRR3_FED_UGUNK_NOPROG,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.makingprogress,string,,BBRR3_FED_UGUNK_MAKEPROG,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.fullypaid,string,,BBRR3_FED_UGUNK_PAIDINFULL,,,NSLDS,,
Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.ugunkcomp.discharge,string,,BBRR3_FED_UGUNK_DISCHARGE,,,NSLDS,,
Graduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.gr.count,integer,,BBRR3_FED_GR_N,,,NSLDS,,
Percentage of graduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.gr.default,string,,BBRR3_FED_GR_DFLT,,,NSLDS,,
Percentage of graduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.gr.delinquent,string,,BBRR3_FED_GR_DLNQ,,,NSLDS,,
Percentage of graduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.gr.forbearance,string,,BBRR3_FED_GR_FBR,,,NSLDS,,
Percentage of graduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.gr.deferment,string,,BBRR3_FED_GR_DFR,,,NSLDS,,
Percentage of graduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.gr.noprogress,string,,BBRR3_FED_GR_NOPROG,,,NSLDS,,
Percentage of graduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.gr.makingprogress,string,,BBRR3_FED_GR_MAKEPROG,,,NSLDS,,
Percentage of graduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.gr.fullypaid,string,,BBRR3_FED_GR_PAIDINFULL,,,NSLDS,,
Percentage of graduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.gr.discharge,string,,BBRR3_FED_GR_DISCHARGE,,,NSLDS,,
Graduate completer graduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.grcomp.count,integer,,BBRR3_FED_GRCOMP_N,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.default,string,,BBRR3_FED_GRCOMP_DFLT,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.delinquent,string,,BBRR3_FED_GRCOMP_DLNQ,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.forbearance,string,,BBRR3_FED_GRCOMP_FBR,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.deferment,string,,BBRR3_FED_GRCOMP_DFR,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.noprogress,string,,BBRR3_FED_GRCOMP_NOPROG,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.makingprogress,string,,BBRR3_FED_GRCOMP_MAKEPROG,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.fullypaid,string,,BBRR3_FED_GRCOMP_PAIDINFULL,,,NSLDS,,
Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.grcomp.discharge,string,,BBRR3_FED_GRCOMP_DISCHARGE,,,NSLDS,,
Graduate non-completer graduate federal student loan borrower-based 3-year borrower count,repayment,3_yr_bb_fed_repayment.grnocomp.count,integer,,BBRR3_FED_GRNOCOMP_N,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers in default after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.default,string,,BBRR3_FED_GRNOCOMP_DFLT,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.delinquent,string,,BBRR3_FED_GRNOCOMP_DLNQ,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.forbearance,string,,BBRR3_FED_GRNOCOMP_FBR,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.deferment,string,,BBRR3_FED_GRNOCOMP_DFR,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.noprogress,string,,BBRR3_FED_GRNOCOMP_NOPROG,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers making progress after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.makingprogress,string,,BBRR3_FED_GRNOCOMP_MAKEPROG,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.fullypaid,string,,BBRR3_FED_GRNOCOMP_PAIDINFULL,,,NSLDS,,
Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 3 years,repayment,3_yr_bb_fed_repayment.grnocomp.discharge,string,,BBRR3_FED_GRNOCOMP_DISCHARGE,,,NSLDS,,
Undergraduate student Parent PLUS Loan borrower-based 3-year borrower count,repayment,3_yr_bb_pp_repayment.ug.count,integer,,BBRR3_PP_UG_N,,,NSLDS,,
Percentage of undergraduate student Parent PLUS Loan borrowers in default after 3 years,repayment,3_yr_bb_pp_repayment.ug.default,string,,BBRR3_PP_UG_DFLT,,,NSLDS,,
